tissue,tau,n_30-39,n_40-49,n_50-59,n_60-69,n_70-79,n_switching
Kidney_Cortex,0.85,275,0,0,0,0,275
Kidney_Cortex,0.9,245,0,0,0,0,245
Kidney_Cortex,0.95,204,0,0,0,0,204
Liver,0.05,3441,551,257,271,2848,7368
Liver,0.1,5321,454,223,250,3242,9490
Liver,0.15,5724,335,191,244,2929,9423
Liver,0.2,5882,266,130,209,2752,9239
Liver,0.25,5685,191,92,165,2349,8482
Liver,0.3,5325,115,77,127,2143,7787
Liver,0.35,4820,94,70,79,2066,7129
Liver,0.4,3902,36,28,39,1961,5966
Liver,0.45,2645,6,3,13,1673,4340
Liver,0.5,1367,0,0,3,1179,2549
Liver,0.55,496,0,0,0,679,1175
Liver,0.6,108,0,0,0,295,403
Liver,0.65,13,0,0,0,108,121
Liver,0.7,1,0,0,0,33,34
Liver,0.75,0,0,0,0,4,4
Liver,0.8,0,0,0,0,0,0
Liver,0.85,0,0,0,0,0,0
Liver,0.9,0,0,0,0,0,0
Liver,0.95,0,0,0,0,0,0
Lung,0.05,1483,489,268,375,1967,4582
Lung,0.1,1130,650,374,588,1376,4118
Lung,0.15,930,713,408,736,1138,3925
Lung,0.2,849,790,483,843,943,3908
Lung,0.25,736,755,543,843,805,3682
Lung,0.3,574,651,502,868,656,3251
Lung,0.35,527,511,504,639,546,2727
Lung,0.4,507,445,420,397,366,2135
Lung,0.45,467,307,329,153,146,1402
Lung,0.5,323,185,128,47,26,709
Lung,0.55,167,62,28,2,6,265
Lung,0.6,55,7,1,0,0,63
Lung,0.65,2,0,0,0,0,2
Lung,0.7,0,0,0,0,0,0
Lung,0.75,0,0,0,0,0,0
Lung,0.8,0,0,0,0,0,0
Lung,0.85,0,0,0,0,0,0
Lung,0.9,0,0,0,0,0,0
Lung,0.95,0,0,0,0,0,0
Minor_Salivary_Gland,0.05,1881,432,187,254,5981,8735
Minor_Salivary_Gland,0.1,1372,434,206,291,5715,8018
Minor_Salivary_Gland,0.15,1068,376,274,351,6678,8747
Minor_Salivary_Gland,0.2,943,359,260,389,7464,9415
Minor_Salivary_Gland,0.25,874,299,253,391,7503,9320
Minor_Salivary_Gland,0.3,904,229,202,428,6336,8099
Minor_Salivary_Gland,0.35,1078,210,171,430,4444,6333
Minor_Salivary_Gland,0.4,1365,188,139,310,2754,4756
Minor_Salivary_Gland,0.45,1458,189,93,167,1600,3507
Minor_Salivary_Gland,0.5,1026,152,37,46,1005,2266
Minor_Salivary_Gland,0.55,440,70,4,7,708,1229
Minor_Salivary_Gland,0.6,114,22,0,1,488,625
Minor_Salivary_Gland,0.65,19,8,0,0,364,391
Minor_Salivary_Gland,0.7,2,1,0,0,275,278
Minor_Salivary_Gland,0.75,0,0,0,0,219,219
Minor_Salivary_Gland,0.8,0,0,0,0,158,158
Minor_Salivary_Gland,0.85,0,0,0,0,126,126
Minor_Salivary_Gland,0.9,0,0,0,0,98,98
Minor_Salivary_Gland,0.95,0,0,0,0,84,84
Muscle_Skeletal,0.05,1487,379,378,818,1919,4981
Muscle_Skeletal,0.1,1519,306,340,1177,1702,5044
Muscle_Skeletal,0.15,1175,232,250,1207,1808,4672
Muscle_Skeletal,0.2,869,169,208,930,1724,3900
Muscle_Skeletal,0.25,576,177,221,528,1466,2968
Muscle_Skeletal,0.3,298,124,178,277,1033,1910
Muscle_Skeletal,0.35,96,104,108,107,597,1012
Muscle_Skeletal,0.4,28,37,24,41,217,347
Muscle_Skeletal,0.45,3,0,2,8,49,62
Muscle_Skeletal,0.5,3,0,0,1,5,9
Muscle_Skeletal,0.55,0,0,0,0,0,0
Muscle_Skeletal,0.6,0,0,0,0,0,0
Muscle_Skeletal,0.65,0,0,0,0,0,0
Muscle_Skeletal,0.7,0,0,0,0,0,0
Muscle_Skeletal,0.75,0,0,0,0,0,0
Muscle_Skeletal,0.8,0,0,0,0,0,0
Muscle_Skeletal,0.85,0,0,0,0,0,0
Muscle_Skeletal,0.9,0,0,0,0,0,0
Muscle_Skeletal,0.95,0,0,0,0,0,0
Nerve_Tibial,0.05,992,379,209,233,2191,4004
Nerve_Tibial,0.1,916,403,297,294,1299,3209
Nerve_Tibial,0.15,1052,402,350,349,1079,3232
Nerve_Tibial,0.2,1247,509,439,523,1043,3761
Nerve_Tibial,0.25,1399,586,456,607,1102,4150
Nerve_Tibial,0.3,1350,663,453,720,1265,4451
Nerve_Tibial,0.35,1030,607,422,759,1381,4199
Nerve_Tibial,0.4,670,384,307,562,1288,3211
Nerve_Tibial,0.45,355,210,183,335,1020,2103
Nerve_Tibial,0.5,111,61,83,116,623,994
Nerve_Tibial,0.55,30,11,15,34,241,331
Nerve_Tibial,0.6,3,2,0,1,50,56
Nerve_Tibial,0.65,2,0,0,0,4,6
Nerve_Tibial,0.7,0,0,0,0,0,0
Nerve_Tibial,0.75,0,0,0,0,0,0
Nerve_Tibial,0.8,0,0,0,0,0,0
Nerve_Tibial,0.85,0,0,0,0,0,0
Nerve_Tibial,0.9,0,0,0,0,0,0
Nerve_Tibial,0.95,0,0,0,0,0,0
Ovary,0.05,1640,663,403,549,2807,6062
Ovary,0.1,1466,557,541,726,3233,6523
Ovary,0.15,1235,575,660,848,3004,6322
Ovary,0.2,986,561,736,917,2718,5918
Ovary,0.25,797,567,748,1071,2424,5607
Ovary,0.3,706,524,820,1231,2051,5332
Ovary,0.35,753,470,781,1363,1917,5284
Ovary,0.4,672,390,744,1220,1825,4851
Ovary,0.45,665,309,522,856,1776,4128
Ovary,0.5,533,235,306,427,1356,2857
Ovary,0.55,379,121,130,91,885,1606
Ovary,0.6,183,52,26,4,353,618
Ovary,0.65,51,4,2,0,103,160
Ovary,0.7,7,0,0,0,18,25
Ovary,0.75,1,0,0,0,4,5
Ovary,0.8,0,0,0,0,1,1
Ovary,0.85,0,0,0,0,0,0
Ovary,0.9,0,0,0,0,0,0
Ovary,0.95,0,0,0,0,0,0
Pancreas,0.05,1279,297,155,297,3202,5230
Pancreas,0.1,856,238,190,278,4416,5978
Pancreas,0.15,617,176,156,290,4980,6219
Pancreas,0.2,364,150,127,240,5538,6419
Pancreas,0.25,211,108,89,164,5524,6096
Pancreas,0.3,155,71,37,105,5369,5737
Pancreas,0.35,107,50,28,70,4817,5072
Pancreas,0.4,61,23,12,31,3572,3699
Pancreas,0.45,28,17,3,8,2195,2251
Pancreas,0.5,4,3,0,0,983,990
Pancreas,0.55,1,0,0,0,280,281
Pancreas,0.6,0,0,0,0,53,53
Pancreas,0.65,0,0,0,0,4,4
Pancreas,0.7,0,0,0,0,0,0
Pancreas,0.75,0,0,0,0,0,0
Pancreas,0.8,0,0,0,0,0,0
Pancreas,0.85,0,0,0,0,0,0
Pancreas,0.9,0,0,0,0,0,0
Pancreas,0.95,0,0,0,0,0,0
Pituitary,0.05,2367,812,307,215,1792,5493
Pituitary,0.1,2508,718,275,187,1385,5073
Pituitary,0.15,1889,566,236,168,1170,4029
Pituitary,0.2,1536,478,207,179,1036,3436
Pituitary,0.25,1161,438,213,212,1049,3073
Pituitary,0.3,901,367,185,222,1093,2768
Pituitary,0.35,644,346,174,282,1218,2664
Pituitary,0.4,421,272,153,332,1100,2278
Pituitary,0.45,220,235,123,251,646,1475
Pituitary,0.5,97,136,63,112,221,629
Pituitary,0.55,30,58,10,23,33,154
Pituitary,0.6,4,17,1,4,3,29
Pituitary,0.65,1,2,0,0,0,3
Pituitary,0.7,0,0,0,0,0,0
Pituitary,0.75,0,0,0,0,0,0
Pituitary,0.8,0,0,0,0,0,0
Pituitary,0.85,0,0,0,0,0,0
Pituitary,0.9,0,0,0,0,0,0
Pituitary,0.95,0,0,0,0,0,0
Prostate,0.05,1213,437,371,452,2997,5470
Prostate,0.1,899,454,544,578,3233,5708
Prostate,0.15,677,486,695,656,2916,5430
Prostate,0.2,607,500,754,778,2735,5374
Prostate,0.25,532,475,690,863,2549,5109
Prostate,0.3,504,404,690,837,2342,4777
Prostate,0.35,453,401,705,725,1958,4242
Prostate,0.4,455,328,520,492,1393,3188
Prostate,0.45,361,184,290,209,859,1903
Prostate,0.5,203,83,93,45,338,762
Prostate,0.55,83,17,17,3,99,219
Prostate,0.6,10,3,0,0,13,26
Prostate,0.65,2,0,0,0,1,3
Prostate,0.7,0,0,0,0,0,0
Prostate,0.75,0,0,0,0,0,0
Prostate,0.8,0,0,0,0,0,0
Prostate,0.85,0,0,0,0,0,0
Prostate,0.9,0,0,0,0,0,0
Prostate,0.95,0,0,0,0,0,0
Skin_Not_Sun_Exposed_Suprapubic,0.05,1193,355,181,224,1717,3670
Skin_Not_Sun_Exposed_Suprapubic,0.1,894,392,201,340,1303,3130
Skin_Not_Sun_Exposed_Suprapubic,0.15,862,423,211,399,1244,3139
Skin_Not_Sun_Exposed_Suprapubic,0.2,905,415,233,435,1164,3152
Skin_Not_Sun_Exposed_Suprapubic,0.25,1114,401,258,554,1099,3426
Skin_Not_Sun_Exposed_Suprapubic,0.3,1264,473,311,708,981,3737
Skin_Not_Sun_Exposed_Suprapubic,0.35,1074,433,315,835,872,3529
Skin_Not_Sun_Exposed_Suprapubic,0.4,695,324,247,807,629,2702
Skin_Not_Sun_Exposed_Suprapubic,0.45,246,113,113,522,348,1342
Skin_Not_Sun_Exposed_Suprapubic,0.5,83,14,24,152,116,389
Skin_Not_Sun_Exposed_Suprapubic,0.55,15,0,4,11,16,46
Skin_Not_Sun_Exposed_Suprapubic,0.6,5,0,0,0,0,5
Skin_Not_Sun_Exposed_Suprapubic,0.65,0,0,0,0,0,0
Skin_Not_Sun_Exposed_Suprapubic,0.7,0,0,0,0,0,0
Skin_Not_Sun_Exposed_Suprapubic,0.75,0,0,0,0,0,0
Skin_Not_Sun_Exposed_Suprapubic,0.8,0,0,0,0,0,0
Skin_Not_Sun_Exposed_Suprapubic,0.85,0,0,0,0,0,0
Skin_Not_Sun_Exposed_Suprapubic,0.9,0,0,0,0,0,0
Skin_Not_Sun_Exposed_Suprapubic,0.95,0,0,0,0,0,0
Skin_Sun_Exposed_Lower_leg,0.05,979,391,219,271,1364,3224
Skin_Sun_Exposed_Lower_leg,0.1,830,415,235,332,1065,2877
Skin_Sun_Exposed_Lower_leg,0.15,773,348,238,350,1018,2727
Skin_Sun_Exposed_Lower_leg,0.2,715,349,271,342,987,2664
Skin_Sun_Exposed_Lower_leg,0.25,625,349,333,370,920,2597
Skin_Sun_Exposed_Lower_leg,0.3,566,364,311,379,961,2581
Skin_Sun_Exposed_Lower_leg,0.35,496,426,313,443,931,2609
Skin_Sun_Exposed_Lower_leg,0.4,305,323,329,415,858,2230
Skin_Sun_Exposed_Lower_leg,0.45,147,158,178,233,574,1290
Skin_Sun_Exposed_Lower_leg,0.5,46,47,51,76,230,450
Skin_Sun_Exposed_Lower_leg,0.55,14,6,8,8,43,79
Skin_Sun_Exposed_Lower_leg,0.6,1,1,0,1,4,7
Skin_Sun_Exposed_Lower_leg,0.65,0,0,0,0,1,1
Skin_Sun_Exposed_Lower_leg,0.7,0,0,0,0,0,0
Skin_Sun_Exposed_Lower_leg,0.75,0,0,0,0,0,0
Skin_Sun_Exposed_Lower_leg,0.8,0,0,0,0,0,0
Skin_Sun_Exposed_Lower_leg,0.85,0,0,0,0,0,0
Skin_Sun_Exposed_Lower_leg,0.9,0,0,0,0,0,0
Skin_Sun_Exposed_Lower_leg,0.95,0,0,0,0,0,0
Small_Intestine_Terminal_Ileum,0.05,1143,343,196,416,3170,5268
Small_Intestine_Terminal_Ileum,0.1,977,454,230,330,4806,6797
Small_Intestine_Terminal_Ileum,0.15,957,422,243,288,6002,7912
Small_Intestine_Terminal_Ileum,0.2,898,354,179,149,6859,8439
Small_Intestine_Terminal_Ileum,0.25,873,235,201,128,7223,8660
Small_Intestine_Terminal_Ileum,0.3,794,194,201,113,6748,8050
Small_Intestine_Terminal_Ileum,0.35,668,146,182,125,6152,7273
Small_Intestine_Terminal_Ileum,0.4,542,147,148,76,5095,6008
Small_Intestine_Terminal_Ileum,0.45,392,96,85,29,3736,4338
Small_Intestine_Terminal_Ileum,0.5,232,49,21,8,2199,2509
Small_Intestine_Terminal_Ileum,0.55,74,15,8,0,938,1035
Small_Intestine_Terminal_Ileum,0.6,16,2,1,0,272,291
Small_Intestine_Terminal_Ileum,0.65,7,0,0,0,59,66
Small_Intestine_Terminal_Ileum,0.7,0,0,0,0,10,10
Small_Intestine_Terminal_Ileum,0.75,0,0,0,0,2,2
Small_Intestine_Terminal_Ileum,0.8,0,0,0,0,0,0
Small_Intestine_Terminal_Ileum,0.85,0,0,0,0,0,0
Small_Intestine_Terminal_Ileum,0.9,0,0,0,0,0,0
Small_Intestine_Terminal_Ileum,0.95,0,0,0,0,0,0
Spleen,0.05,1153,303,253,376,3137,5222
Spleen,0.1,844,235,323,459,3817,5678
Spleen,0.15,604,234,438,614,4037,5927
Spleen,0.2,545,198,593,725,4099,6160
Spleen,0.25,427,145,611,944,4047,6174
Spleen,0.3,363,96,548,843,3568,5418
Spleen,0.35,348,64,431,716,2991,4550
Spleen,0.4,313,32,257,509,2353,3464
Spleen,0.45,317,11,99,242,1689,2358
Spleen,0.5,257,3,23,82,925,1290
Spleen,0.55,158,1,4,17,441,621
Spleen,0.6,54,0,0,2,130,186
Spleen,0.65,4,0,0,0,28,32
Spleen,0.7,0,0,0,0,3,3
Spleen,0.75,0,0,0,0,0,0
Spleen,0.8,0,0,0,0,0,0
Spleen,0.85,0,0,0,0,0,0
Spleen,0.9,0,0,0,0,0,0
Spleen,0.95,0,0,0,0,0,0
Stomach,0.05,893,275,240,420,4259,6087
Stomach,0.1,599,255,282,468,5233,6837
Stomach,0.15,514,239,224,441,5424,6842
Stomach,0.2,468,142,231,474,5303,6618
Stomach,0.25,458,107,205,578,4380,5728
Stomach,0.3,427,83,213,704,3009,4436
Stomach,0.35,373,57,235,503,1480,2648
Stomach,0.4,213,16,156,237,543,1165
Stomach,0.45,73,11,71,51,147,353
Stomach,0.5,19,2,17,4,45,87
Stomach,0.55,2,0,0,0,8,10
Stomach,0.6,0,0,0,0,3,3
Stomach,0.65,0,0,0,0,0,0
Stomach,0.7,0,0,0,0,0,0
Stomach,0.75,0,0,0,0,0,0
Stomach,0.8,0,0,0,0,0,0
Stomach,0.85,0,0,0,0,0,0
Stomach,0.9,0,0,0,0,0,0
Stomach,0.95,0,0,0,0,0,0
Testis,0.05,737,209,120,148,1909,3123
Testis,0.1,871,231,146,181,2141,3570
Testis,0.15,871,257,198,236,2204,3766
Testis,0.2,842,265,244,286,2477,4114
Testis,0.25,802,293,310,427,3034,4866
Testis,0.3,772,354,396,529,3520,5571
Testis,0.35,719,379,380,504,3359,5341
Testis,0.4,626,422,266,377,2238,3929
Testis,0.45,429,370,148,203,1169,2319
Testis,0.5,284,248,73,75,477,1157
Testis,0.55,110,103,17,36,219,485
Testis,0.6,37,30,17,30,81,195
Testis,0.65,18,12,10,5,12,57
Testis,0.7,0,2,2,1,2,7
Testis,0.75,0,0,0,0,0,0
Testis,0.8,0,0,0,0,0,0
Testis,0.85,0,0,0,0,0,0
Testis,0.9,0,0,0,0,0,0
Testis,0.95,0,0,0,0,0,0
Thyroid,0.05,801,413,279,254,1715,3462
Thyroid,0.1,588,452,350,301,1266,2957
Thyroid,0.15,469,452,402,359,1118,2800
Thyroid,0.2,454,440,432,383,1142,2851
Thyroid,0.25,415,437,450,327,1204,2833
Thyroid,0.3,388,418,485,368,1294,2953
Thyroid,0.35,295,368,489,401,1393,2946
Thyroid,0.4,214,220,425,321,1309,2489
Thyroid,0.45,161,138,237,217,1049,1802
Thyroid,0.5,127,53,102,81,638,1001
Thyroid,0.55,63,19,24,22,302,430
Thyroid,0.6,19,6,3,1,87,116
Thyroid,0.65,2,0,0,0,12,14
Thyroid,0.7,0,0,0,0,0,0
Thyroid,0.75,0,0,0,0,0,0
Thyroid,0.8,0,0,0,0,0,0
Thyroid,0.85,0,0,0,0,0,0
Thyroid,0.9,0,0,0,0,0,0
Thyroid,0.95,0,0,0,0,0,0
Uterus,0.05,1458,473,306,609,5411,8257
Uterus,0.1,1136,454,509,678,4872,7649
Uterus,0.15,818,470,653,861,5779,8581
Uterus,0.2,740,535,949,966,6333,9523
Uterus,0.25,644,510,1098,1223,6350,9825
Uterus,0.3,508,442,1192,1402,5755,9299
Uterus,0.35,372,359,1124,1403,4894,8152
Uterus,0.4,421,362,859,1188,3973,6803
Uterus,0.45,482,362,501,686,3175,5206
Uterus,0.5,494,306,240,278,2601,3919
Uterus,0.55,377,187,58,70,2058,2750
Uterus,0.6,199,73,4,10,1556,1842
Uterus,0.65,62,8,0,2,1203,1275
Uterus,0.7,11,1,0,0,942,954
Uterus,0.75,0,0,0,0,725,725
Uterus,0.8,0,0,0,0,578,578
Uterus,0.85,0,0,0,0,461,461
Uterus,0.9,0,0,0,0,369,369
Uterus,0.95,0,0,0,0,285,285
Vagina,0.05,1981,803,460,599,2265,6108
Vagina,0.1,1339,674,616,916,3213,6758
Vagina,0.15,1236,635,908,1421,3564,7764
Vagina,0.2,1178,577,1056,1966,3763,8540
Vagina,0.25,1157,496,1114,2442,3341,8550
Vagina,0.3,1021,361,1026,2753,3449,8610
Vagina,0.35,745,222,729,2912,3492,8100
Vagina,0.4,431,162,414,2485,3507,6999
Vagina,0.45,205,121,194,1623,3306,5449
Vagina,0.5,80,90,73,711,2774,3728
Vagina,0.55,23,37,31,202,1877,2170
Vagina,0.6,3,11,5,34,958,1011
Vagina,0.65,0,1,0,3,362,366
Vagina,0.7,0,0,0,1,102,103
Vagina,0.75,0,0,0,0,21,21
Vagina,0.8,0,0,0,0,2,2
Vagina,0.85,0,0,0,0,0,0
Vagina,0.9,0,0,0,0,0,0
Vagina,0.95,0,0,0,0,0,0
Whole_Blood,0.05,1234,451,737,801,2174,5397
Whole_Blood,0.1,748,382,893,1070,1546,4639
Whole_Blood,0.15,533,327,906,1350,1600,4716
Whole_Blood,0.2,449,426,1119,1311,1191,4496
Whole_Blood,0.25,515,414,949,964,559,3401
Whole_Blood,0.3,360,339,695,524,184,2102
Whole_Blood,0.35,322,207,424,137,25,1115
Whole_Blood,0.4,214,102,121,19,2,458
Whole_Blood,0.45,83,27,11,0,1,122
Whole_Blood,0.5,15,0,0,0,0,15
Whole_Blood,0.55,0,0,0,0,0,0
Whole_Blood,0.6,0,0,0,0,0,0
Whole_Blood,0.65,0,0,0,0,0,0
Whole_Blood,0.7,0,0,0,0,0,0
Whole_Blood,0.75,0,0,0,0,0,0
Whole_Blood,0.8,0,0,0,0,0,0
Whole_Blood,0.85,0,0,0,0,0,0
Whole_Blood,0.9,0,0,0,0,0,0
Whole_Blood,0.95,0,0,0,0,0,0
